MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-02090-7501,1832-R1,660 RIVERSIDE DRIVE,1,10031,40.82593,-73.952915,9,7,229,"1,062,357","1,020,907,501",Hamilton Heights                                                           ,HARLEM-UPPER,R4-ELEVATOR,54,"1,908","30,886","617,720",20,"2,680,000",87,1-02088-0029,3441 BROADWAY,HARLEM-UPPER,D7-ELEVATOR,37,"1,910","42,860","656,580",15.32,"2,600,000",61,0.15,1-01826-0018,211 CENTRAL PARK NORTH,HARLEM-CENTRAL,D1-ELEVATOR,25,"1,926","29,424","528,633",17.97,"2,090,000",71,1.75
1-02092-7501,1897-R1,680 RIVERSIDE DRIVE,1,10031,40.827148,-73.951899,9,7,229,"1,062,373","1,020,927,501",Hamilton Heights                                                           ,HARLEM-UPPER,R4-ELEVATOR,25,"1,926","24,132","253,386",10.5,"786,999",32.6,1-02063-0057,460 WEST 149 STREET,HARLEM-UPPER,D1-ELEVATOR,37,"1,910","29,425","370,864",12.6,"1,280,000",43.5,0.3,1-02074-0042,502 WEST 143 STREET,HARLEM-UPPER,D1-ELEVATOR,24,"1,920","22,980","232,048",10.1,"662,000",28.8,0.2
1-02093-7501,1896-R1,690 RIVERSIDE DRIVE,1,10031,40.827858,-73.951172,9,7,233,"1,062,392","1,020,937,501",Hamilton Heights                                                           ,HARLEM-UPPER,R4-ELEVATOR,35,"1,920","30,441","608,820",20,"2,640,000",87,1-02088-0029,3441 BROADWAY,HARLEM-UPPER,D7-ELEVATOR,37,"1,910","42,860","656,580",15.32,"2,600,000",61,0.3,1-01826-0018,211 CENTRAL PARK NORTH,HARLEM-CENTRAL,D1-ELEVATOR,25,"1,926","29,424","528,633",17.97,"2,090,000",71,1.9
1-02094-7501,1673-R1,706 RIVERSIDE DRIVE,1,10031,40.828717,-73.950536,9,7,233,"1,062,427","1,020,947,501",Hamilton Heights                                                           ,HARLEM-UPPER,R4-ELEVATOR,50,"1,913","86,020","1,978,460",23,"8,590,000",100,1-01826-0018,211 CENTRAL PARK NORTH,HARLEM-CENTRAL,D1-ELEVATOR,25,"1,926","29,424","528,633",17.97,"2,090,000",71,1.95,1-01595-0031,1330 5 AVENUE,HARLEM-CENTRAL,D7-ELEVATOR,88,"1,989","113,070","2,966,550",26.2,"12,900,000",114,2.05
1-02095-7501,1710-R1,608 WEST 149 STREET,1,10031,40.829128,-73.948982,9,7,233,"1,087,600","1,020,957,501",Hamilton Heights                                                           ,HARLEM-UPPER,R4-ELEVATOR,50,"2,005","67,805","2,034,150",30,"9,740,006",144,1-01617-0001,1321 5 AVENUE,HARLEM-EAST,D7-ELEVATOR,77,"1,989","102,811","2,986,399",29,"14,300,000",139,2.15,1-01595-0031,1330 5 AVENUE,HARLEM-CENTRAL,D7-ELEVATOR,88,"1,989","113,070","2,966,550",26.2,"12,900,000",114,2.1
1-02096-7501,1680-R1,725 RIVERSIDE DRIVE,1,10031,40.830084,-73.949761,9,7,233,"1,087,465","1,020,967,501",Hamilton Heights                                                           ,HARLEM-UPPER,R4-ELEVATOR,74,"1,912","107,100","1,499,400",14,"5,469,995",51,1-01878-0021,209 WEST 106 STREET,UPPER WEST SIDE (96-116),D9-ELEVATOR,77,"1,925","106,149","1,721,606",16.22,"6,810,000",64,2.15,1-02051-0054,680 ST NICHOLAS AVENUE,HARLEM-CENTRAL,D7-ELEVATOR,117,"1,900","132,300","1,841,821",13.92,"6,720,000",51,0.55
1-02122-7501,1873-R1,540 WEST 163 STREET,1,10032,40.837238,-73.940819,12,7,245,"1,062,945","1,021,227,501",Washington Heights South                                                   ,WASHINGTON HEIGHTS LOWER,R4-ELEVATOR,13,"2,008","22,052","595,000",27,"2,850,000",129,1-02215-0538,22 MARBLE HILL AVENUE,INWOOD,D3-ELEVATOR,50,"2,004","51,181","1,068,645",20.88,"4,640,000",91,3.1,1-01883-0036,1050 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,100,"1,991","67,536","1,910,300",28.3,"4,470,000",66,2.55
1-02134-7501,1833-R1,801 RIVERSIDE DRIVE,1,10032,40.835014,-73.946451,12,7,241,"1,063,274","1,021,347,501",Washington Heights South                                                   ,WASHINGTON HEIGHTS LOWER,R4-ELEVATOR,48,"1,920","52,476","700,000",13.34,"2,769,998",53,1-02134-0022,780 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,71,"1,914","111,260","1,177,169",10.58,"3,660,000",32.9,0.1,,,,,,,,,,,,
1-02164-7501,769-R1,4260 BROADWAY,1,10033,40.850297,-73.935671,12,10,271,"1,081,498","1,021,647,501",Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,R4-ELEVATOR,114,"1,969","109,752","1,870,000",17.04,"7,399,998",67,1-01963-0030,1235 AMSTERDAM AVENUE,MORNINGSIDE HEIGHTS,D6-ELEVATOR,60,"1,968","79,036","2,502,535",31.7,"12,000,000",152,3.2,1-02180-0046,55 OVERLOOK TERRACE,WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,68,"1,970","55,543","599,278",10.79,"1,860,000",33.5,0.15
1-02179-7501,448-R1,255 CABRINI BOULEVARD,1,10040,40.855886,-73.937701,12,10,273,"1,082,091","1,021,797,501",Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,R4-ELEVATOR,78,"1,987","101,844","2,140,000",21.01,"9,290,002",91,1-01827-0001,257 WEST 111 STREET,HARLEM-CENTRAL,D1-ELEVATOR,113,"1,985","105,273","2,231,684",21.2,"9,690,000",92,3.95,1-01955-0026,2411 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D3-ELEVATOR,205,"1,980","202,280","2,664,906",13.17,"6,240,000",30.8,3.05
